"거래금액","시군구","도로명주소","지번주소","아파트","거래유형","건축년도","전용면적","층","월","일","경도","위도","학교","학원","병원","술집","공공기관","문화시설","카페","역최단거리","가장 가까운 역","세대수","최고층","세대당주차대수","난방방식","현관구조","방개수","욕실개수","시군구대덕구","시군구동구","시군구서구","시군구유성구","시군구중구","거래유형중개거래","거래유형직거래","난방방식개별난방","난방방식중앙난방","난방방식지역난방","현관구조계단식","현관구조복도식","현관구조복합식"
30500,"동구","동구 성동로 74","대전시 동구 자양동 201","동아아파트(201)","중개거래",1990,134.6,6,9,23,"127.452191723477","36.3416040596632",7,47,25,47,4,2,109,1576,"대동역",590,15,1,"개별난방","계단식",4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32000,"동구","동구 성동로 74","대전시 동구 자양동 201","동아아파트(201)","중개거래",1990,134.6,7,9,25,"127.452191723477","36.3416040596632",7,47,25,47,4,2,109,1576,"대동역",590,15,1,"개별난방","계단식",4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
21700,"동구","동구 성동로 74","대전시 동구 자양동 201","동아아파트(201)","중개거래",1990,84.89,2,9,28,"127.452191723477","36.3416040596632",7,47,25,47,4,2,109,1576,"대동역",590,15,1,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34000,"동구","동구 우암로 192","대전시 동구 가양동 705","아침마을","중개거래",2011,84.76,3,9,6,"127.439754823848","36.3407503783996",12,76,53,64,8,3,111,1066,"대전역",1025,25,1.22,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19800,"동구","동구 비래서로62번길 5","대전시 동구 가양동 46-2","평화","중개거래",1994,84.83,4,9,10,"127.451543515201","36.353869942061",5,60,32,37,4,3,76,1385,"대전복합터미널",129,15,0.69,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
47000,"동구","동구 우암로 192","대전시 동구 가양동 705","아침마을","중개거래",2011,118.77,2,9,10,"127.439754823848","36.3407503783996",12,76,53,64,8,3,111,1066,"대전역",1025,25,1.22,"개별난방","계단식",4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35000,"동구","동구 우암로 192","대전시 동구 가양동 705","아침마을","중개거래",2011,84.76,8,9,14,"127.439754823848","36.3407503783996",12,76,53,64,8,3,111,1066,"대전역",1025,25,1.22,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35000,"동구","동구 우암로 192","대전시 동구 가양동 705","아침마을","중개거래",2011,84.76,3,9,18,"127.439754823848","36.3407503783996",12,76,53,64,8,3,111,1066,"대전역",1025,25,1.22,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,"동구","동구 충정로 136","대전시 동구 가양동 652-1","대주파크빌","중개거래",2006,63.1748,17,9,26,"127.448885517065","36.3438330509853",10,75,26,43,5,2,104,1306,"대전복합터미널",670,25,1.01,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
8100,"동구","동구 계족로450번길 52","대전시 동구 용전동 131-1","한울","중개거래",2002,37.251,4,9,16,"127.435227416652","36.3514435181781",1,79,55,95,5,4,175,185,"대전복합터미널",177,12,0.7,"개별난방","계단식",2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
24800,"동구","동구 한밭대로1237번길 52","대전시 동구 용전동 1","신동아","중개거래",1990,111.69,14,9,18,"127.438118604917","36.3588012079286",7,182,55,110,6,4,173,949,"대전복합터미널",914,15,0.59,"개별난방","계단식",4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17000,"동구","동구 한밭대로1237번길 52","대전시 동구 용전동 1","신동아","중개거래",1990,67.64,14,9,19,"127.438118604917","36.3588012079286",7,182,55,110,6,4,173,949,"대전복합터미널",914,15,0.59,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
23500,"동구","동구 한밭대로1237번길 52","대전시 동구 용전동 1","신동아","중개거래",1990,84.56,10,9,23,"127.438118604917","36.3588012079286",7,182,55,110,6,4,173,949,"대전복합터미널",914,15,0.59,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39500,"동구","동구 성남로 15","대전시 동구 성남동 528","스마트뷰","중개거래",2011,84.87,10,9,2,"127.432862743407","36.3428306688841",7,86,65,48,7,5,116,902,"대전복합터미널",1115,25,1.22,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32000,"동구","동구 계족로368번길 11","대전시 동구 성남동 520","효촌마을","중개거래",2003,84.45,20,9,12,"127.43468049757","36.3455856287696",4,69,68,88,7,3,140,558,"대전복합터미널",818,20,0.91,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34800,"동구","동구 성남로 15","대전시 동구 성남동 528","스마트뷰","중개거래",2011,84.89,16,9,16,"127.432862743407","36.3428306688841",7,86,65,48,7,5,116,902,"대전복합터미널",1115,25,1.22,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
18800,"동구","동구 우암로 186","대전시 동구 성남동 518","석촌마을","중개거래",2000,49.79,4,9,17,"127.438357753641","36.3409849500445",12,73,70,47,7,6,103,1036,"대전역",451,15,0.89,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
19500,"동구","동구 동서대로1572번길 165","대전시 동구 성남동 157-1","큰솔","중개거래",2003,75.4326,3,9,20,"127.433948667289","36.3416585382553",8,69,65,44,6,4,103,994,"대전복합터미널",152,15,0.82,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29500,"동구","동구 우암로 186","대전시 동구 성남동 518","석촌마을","중개거래",2000,84.17,13,9,22,"127.438357753641","36.3409849500445",12,73,70,47,7,6,103,1036,"대전역",451,15,0.89,"개별난방","복도식",3,2,0,1,0,0,0,1,0,1,0,0,0,1,0
32000,"동구","동구 계족로368번길 11","대전시 동구 성남동 520","효촌마을","중개거래",2003,84.45,8,9,22,"127.43468049757","36.3455856287696",4,69,68,88,7,3,140,558,"대전복합터미널",818,20,0.91,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37500,"동구","동구 성남로 15","대전시 동구 성남동 528","스마트뷰","중개거래",2011,84.98,2,9,23,"127.432862743407","36.3428306688841",7,86,65,48,7,5,116,902,"대전복합터미널",1115,25,1.22,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
14900,"동구","동구 동서대로1572번길 165","대전시 동구 성남동 157-1","큰솔","중개거래",2003,54.4222,3,9,24,"127.433948667289","36.3416585382553",8,69,65,44,6,4,103,994,"대전복합터미널",152,15,0.82,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19400,"동구","동구 동서대로1572번길 165","대전시 동구 성남동 157-1","큰솔","중개거래",2003,75.4326,6,9,24,"127.433948667289","36.3416585382553",8,69,65,44,6,4,103,994,"대전복합터미널",152,15,0.82,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20000,"동구","동구 옛신탄진로81번길 16","대전시 동구 홍도동 113-6","대호하이츠","중개거래",2016,79.99,2,9,2,"127.421274575317","36.3477739285249",9,44,22,56,4,6,93,1418,"대전복합터미널",30,6,1,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,"동구","동구 동산초교로55번길 20","대전시 동구 홍도동 1001","신동아파밀리에3단지","중개거래",2007,84.8391,5,9,7,"127.422932829123","36.3480958280907",11,58,29,62,4,6,105,1265,"대전복합터미널",153,15,1.16,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29000,"동구","동구 한남로67번길 193","대전시 동구 홍도동 1012","홍도동갤러리휴리움","중개거래",2023,59.9975,20,9,15,"127.425983088088","36.3454599639207",10,69,43,69,4,6,111,1107,"대전복합터미널",419,29,1.23,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,"동구","동구 한남로67번길 193","대전시 동구 홍도동 1012","홍도동갤러리휴리움","중개거래",2023,59.9975,23,9,19,"127.425983088088","36.3454599639207",10,69,43,69,4,6,111,1107,"대전복합터미널",419,29,1.23,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
11400,"동구","동구 동서대로 1579","대전시 동구 홍도동 14-1","홍도","중개거래",1996,42.015,3,9,23,"127.426808991521","36.3444209369984",12,67,50,66,4,6,105,1107,"대전복합터미널",571,18,0.45,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
33000,"동구","동구 한남로67번길 193","대전시 동구 홍도동 1012","홍도동갤러리휴리움","중개거래",2023,74.8482,11,9,23,"127.425983088088","36.3454599639207",10,69,43,69,4,6,111,1107,"대전복합터미널",419,29,1.23,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20200,"동구","동구 동서대로 1579","대전시 동구 홍도동 14-1","홍도","중개거래",1996,84.735,15,9,23,"127.426808991521","36.3444209369984",12,67,50,66,4,6,105,1107,"대전복합터미널",571,18,0.45,"개별난방","복도식",3,2,0,1,0,0,0,1,0,1,0,0,0,1,0
33000,"동구","동구 한남로67번길 193","대전시 동구 홍도동 1012","홍도동갤러리휴리움","중개거래",2023,74.8482,7,9,25,"127.425983088088","36.3454599639207",10,69,43,69,4,6,111,1107,"대전복합터미널",419,29,1.23,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19800,"동구","동구 대전로 968","대전시 동구 삼성동 369-1","솔랑마을","중개거래",2000,59.19,14,9,5,"127.42350387643","36.3431605975901",14,59,25,52,5,4,80,1430,"대전복합터미널",253,20,0.76,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
19700,"동구","동구 대전로 968","대전시 동구 삼성동 369-1","솔랑마을","중개거래",2000,59.19,16,9,5,"127.42350387643","36.3431605975901",14,59,25,52,5,4,80,1430,"대전복합터미널",253,20,0.76,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
38000,"동구","동구 대전로 935","대전시 동구 삼성동 479","한밭자이","직거래",2006,84.9811,16,9,14,"127.424429355764","36.3406403331339",13,69,30,26,5,3,67,1270,"대전역",1063,31,1.24,"개별난방","계단식",3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
25000,"동구","동구 대전로 968","대전시 동구 삼성동 369-1","솔랑마을","중개거래",2000,84.84,7,9,16,"127.42350387643","36.3431605975901",14,59,25,52,5,4,80,1430,"대전복합터미널",253,20,0.76,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35500,"동구","동구 대전로 935","대전시 동구 삼성동 479","한밭자이","중개거래",2006,84.9811,3,9,16,"127.424429355764","36.3406403331339",13,69,30,26,5,3,67,1270,"대전역",1063,31,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37000,"동구","동구 대전로 935","대전시 동구 삼성동 479","한밭자이","중개거래",2006,84.9811,12,9,18,"127.424429355764","36.3406403331339",13,69,30,26,5,3,67,1270,"대전역",1063,31,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39500,"동구","동구 대전로 935","대전시 동구 삼성동 479","한밭자이","중개거래",2006,84.9811,4,9,19,"127.424429355764","36.3406403331339",13,69,30,26,5,3,67,1270,"대전역",1063,31,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
38000,"동구","동구 대전로 935","대전시 동구 삼성동 479","한밭자이","중개거래",2006,84.9811,12,9,21,"127.424429355764","36.3406403331339",13,69,30,26,5,3,67,1270,"대전역",1063,31,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28800,"동구","동구 산내로 1375","대전시 동구 낭월동 304","오투그란데","중개거래",2008,84.9853,9,9,4,"127.464636308964","36.2857259416909",1,14,11,1,3,0,10,3511,"판암역",877,32,1.3,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
27300,"동구","동구 산내로 1330","대전시 동구 낭월동 723","e편한세상","중개거래",2011,84.985,1,9,22,"127.469163056934","36.2823506436904",1,14,11,3,5,0,17,3960,"판암역",713,24,1.33,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16700,"동구","동구 대전로340번길 15","대전시 동구 대성동 420","은어송코오롱하늘채2차","중개거래",2016,38.62,2,9,1,"127.45979837474","36.2989087326307",2,50,32,18,0,2,40,2007,"판암역",408,20,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34500,"동구","동구 대전로340번길 15","대전시 동구 대성동 420","은어송코오롱하늘채2차","중개거래",2016,84.75,5,9,2,"127.45979837474","36.2989087326307",2,50,32,18,0,2,40,2007,"판암역",408,20,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39750,"동구","동구 동구청로 35","대전시 동구 대성동 130","은어송마을2단지(코오롱하늘채)","중개거래",2007,102.819,2,9,27,"127.458317347606","36.3018765068255",5,78,35,20,0,3,50,1674,"판암역",1241,31,1.42,"개별난방","계단식",4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16000,"동구","동구 대전로 758","대전시 동구 원동 35-3","뜰안채주상복합","중개거래",2007,73.837,13,10,12,"127.435069565447","36.327592520446",5,121,108,139,6,27,319,529,"대전역",69,15,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23500,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,59.44,2,10,4,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,59.44,14,10,5,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23900,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,59.44,2,10,9,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19500,"동구","동구 대전로 664","대전시 동구 인동 179-1","현대","중개거래",1987,70.96,13,10,13,"127.440108049477","36.3196821071374",6,66,43,25,5,4,75,1126,"대동역",728,13,0.96,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
19000,"동구","동구 대전로 664","대전시 동구 인동 179-1","현대","중개거래",1987,63.99,9,10,19,"127.440108049477","36.3196821071374",6,66,43,25,5,4,75,1126,"대동역",728,13,0.96,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
28500,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,75.78,7,10,19,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
25000,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,59.44,10,10,24,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17500,"동구","동구 대전천동로 458","대전시 동구 인동 29-2","모닝빌","중개거래",2006,82.2828,10,10,25,"127.435842012212","36.3230289402632",5,79,75,52,8,24,220,961,"대동역",162,15,1,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,59.44,3,10,29,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
33000,"동구","동구 계족로 65","대전시 동구 인동 353","어진마을","중개거래",2007,84.97,14,10,29,"127.442182915785","36.3212224022076",5,69,46,23,5,3,69,930,"대동역",813,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28000,"동구","동구 대전로542번길 78","대전시 동구 천동 528","휴먼시아2단지","중개거래",2008,84.63,16,10,3,"127.449079367732","36.3150564288924",4,57,29,10,6,2,47,866,"판암역",763,25,1.07,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35500,"동구","동구 대전로542번길 121","대전시 동구 천동 540","위드힐","중개거래",2013,84.98,7,10,10,"127.442874837147","36.3155193512648",5,45,37,24,8,2,63,1406,"판암역",960,27,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35500,"동구","동구 대전로542번길 121","대전시 동구 천동 540","위드힐","중개거래",2013,84.9,16,10,13,"127.442874837147","36.3155193512648",5,45,37,24,8,2,63,1406,"판암역",960,27,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36000,"동구","동구 대전로542번길 121","대전시 동구 천동 540","위드힐","중개거래",2013,84.99,15,10,15,"127.442874837147","36.3155193512648",5,45,37,24,8,2,63,1406,"판암역",960,27,1.24,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
11000,"동구","동구 대전로 529","대전시 동구 천동 71-14","홍익","중개거래",2000,59.4,1,10,16,"127.447138317214","36.3109516284645",5,76,45,24,5,2,61,1213,"판암역",102,15,0.71,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
26000,"동구","동구 대전로542번길 78","대전시 동구 천동 528","휴먼시아2단지","중개거래",2008,75.61,14,10,21,"127.449079367732","36.3150564288924",4,57,29,10,6,2,47,866,"판암역",763,25,1.07,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30800,"동구","동구 동구청로 67","대전시 동구 가오동 658","은어송마을1단지(풍림아이원)","중개거래",2007,84.9864,29,10,6,"127.457201735418","36.3047683371941",6,80,36,20,2,3,57,1357,"판암역",664,31,1.16,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34500,"동구","동구 동구청로 67","대전시 동구 가오동 658","은어송마을1단지(풍림아이원)","직거래",2007,84.8882,11,10,13,"127.457201735418","36.3047683371941",6,80,36,20,2,3,57,1357,"판암역",664,31,1.16,"개별난방","계단식",3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
19150,"동구","동구 대전로448번길 11","대전시 동구 가오동 210","주공(210)","중개거래",1985,59.3,5,10,14,"127.452936121084","36.3070365302761",6,85,39,20,4,4,62,1207,"판암역",460,5,1,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
32500,"동구","동구 동구청로 67","대전시 동구 가오동 658","은어송마을1단지(풍림아이원)","중개거래",2007,84.9864,19,10,14,"127.457201735418","36.3047683371941",6,80,36,20,2,3,57,1357,"판암역",664,31,1.16,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,"동구","동구 동구청로 67","대전시 동구 가오동 658","은어송마을1단지(풍림아이원)","중개거래",2007,84.9864,20,10,20,"127.457201735418","36.3047683371941",6,80,36,20,2,3,57,1357,"판암역",664,31,1.16,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39000,"동구","동구 은어송로 117","대전시 동구 가오동 496","은어송마을3단지(가오아이파크)","중개거래",2006,101.8998,1,10,21,"127.460282000469","36.3110924341075",4,87,55,15,2,3,61,672,"판암역",696,20,1.42,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36900,"동구","동구 은어송로 117","대전시 동구 가오동 496","은어송마을3단지(가오아이파크)","중개거래",2006,84.9326,12,10,21,"127.460282000469","36.3110924341075",4,87,55,15,2,3,61,672,"판암역",696,20,1.42,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37400,"동구","동구 은어송로 117","대전시 동구 가오동 496","은어송마을3단지(가오아이파크)","중개거래",2006,84.9326,9,10,24,"127.460282000469","36.3110924341075",4,87,55,15,2,3,61,672,"판암역",696,20,1.42,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,"동구","동구 옥천로 38","대전시 동구 신흥동 212","신흥마을주공","중개거래",2006,59.44,9,10,22,"127.445105481657","36.3205152155895",4,66,21,17,4,2,45,1027,"대동역",721,25,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39000,"동구","동구 동대전로46번길 120","대전시 동구 신흥동 262","이스트시티2단지","중개거래",2018,74.95,7,10,27,"127.439909993252","36.3234167741343",7,59,62,29,6,10,99,733,"대동역",636,24,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17300,"동구","동구 동구청로203번길 36","대전시 동구 판암동 460","미리내아파트","중개거래",1999,59.97,5,10,3,"127.454825254247","36.3156442618778",7,62,36,7,4,3,52,355,"판암역",276,18,0.96,"개별난방","계단식",3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
42000,"동구","동구 동부로10번길 55","대전시 동구 판암동 839","삼정그린코아포레스트(1단지)","중개거래",2018,72.4893,20,10,3,"127.459702951008","36.3190124980106",6,37,35,10,3,1,41,255,"판암역",1245,25,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
9500,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","중개거래",1992,45,1,10,3,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","계단식",2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
28500,"동구","동구 새울로 19","대전시 동구 판암동 834","삼정그린코아포레스트(2단지)","중개거래",2018,59.8923,4,10,5,"127.461636844211","36.3207000684555",5,34,40,19,4,1,47,505,"판암역",320,21,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36500,"동구","동구 동부로10번길 55","대전시 동구 판암동 839","삼정그린코아포레스트(1단지)","중개거래",2018,72.4893,3,10,5,"127.459702951008","36.3190124980106",6,37,35,10,3,1,41,255,"판암역",1245,25,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
9000,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","직거래",1992,52.09,1,10,6,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","복도식",2,1,0,1,0,0,0,0,1,1,0,0,0,1,0
9500,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","중개거래",1992,44.94,1,10,7,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
9000,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","중개거래",1992,38.64,7,10,7,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
34500,"동구","동구 새울로 19","대전시 동구 판암동 834","삼정그린코아포레스트(2단지)","직거래",2018,69.1267,13,10,10,"127.461636844211","36.3207000684555",5,34,40,19,4,1,47,505,"판암역",320,21,1.21,"개별난방","계단식",3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
23800,"동구","동구 동구청로203번길 35","대전시 동구 판암동 460","미리내아파트","중개거래",1999,84.92,8,10,13,"127.454825254247","36.3156442618778",7,62,36,7,4,3,52,355,"판암역",276,18,0.96,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
7500,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","중개거래",1992,44.94,6,10,16,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
16000,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","중개거래",1992,58.46,12,10,17,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
37200,"동구","동구 동부로10번길 55","대전시 동구 판암동 839","삼정그린코아포레스트(1단지)","중개거래",2018,72.4893,19,10,22,"127.459702951008","36.3190124980106",6,37,35,10,3,1,41,255,"판암역",1245,25,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16600,"동구","동구 동부로 73","대전시 동구 판암동 236","주공5","중개거래",1992,58.46,1,10,23,"127.458551508013","36.322511143166",6,53,45,23,4,1,62,616,"판암역",1436,15,0.79,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
38750,"동구","동구 동부로10번길 55","대전시 동구 판암동 839","삼정그린코아포레스트(1단지)","중개거래",2018,72.4893,19,10,28,"127.459702951008","36.3190124980106",6,37,35,10,3,1,41,255,"판암역",1245,25,1.21,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
26300,"동구","동구 용운로 80","대전시 동구 용운동 460","용방마을","중개거래",2003,84.3,9,10,1,"127.453367001492","36.3262257427972",9,74,37,36,4,2,96,1016,"대동역",1350,17,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,"동구","동구 용운로 203","대전시 동구 용운동 783","e편한세상 대전에코포레","직거래",2020,59.8825,14,10,2,"127.463767323406","36.3289753403596",5,41,24,23,4,1,64,1417,"판암역",2267,34,1.16,"개별난방","계단식",3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
25000,"동구","동구 용운로 80","대전시 동구 용운동 460","용방마을","중개거래",2003,84.99,8,10,4,"127.453367001492","36.3262257427972",9,74,37,36,4,2,96,1016,"대동역",1350,17,0.9,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
44300,"동구","동구 용운로 203","대전시 동구 용운동 783","e편한세상 대전에코포레","중개거래",2020,84.9964,8,10,5,"127.463767323406","36.3289753403596",5,41,24,23,4,1,64,1417,"판암역",2267,34,1.16,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,"동구","동구 용운로 203","대전시 동구 용운동 783","e편한세상 대전에코포레","중개거래",2020,59.8825,2,10,7,"127.463767323406","36.3289753403596",5,41,24,23,4,1,64,1417,"판암역",2267,34,1.16,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
13800,"동구","동구 백룡로 138","대전시 동구 용운동 147","용운주공2단지","중개거래",1987,49.94,7,10,9,"127.454190808662","36.329547593493",10,64,39,58,5,3,121,1019,"대동역",840,15,0.95,"개별난방","복도식",2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
15700,"동구","동구 용운로 80","대전시 동구 용운동 460","용방마을","중개거래",2003,49.98,2,10,9,"127.453367001492","36.3262257427972",9,74,37,36,4,2,96,1016,"대동역",1350,17,0.9,"개별난방","계단식",2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
16500,"동구","동구 용운로 80","대전시 동구 용운동 460","용방마을","중개거래",2003,49.68,15,10,9,"127.453367001492","36.3262257427972",9,74,37,36,4,2,96,1016,"대동역",1350,17,0.9,"개별난방","계단식",2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
29700,"동구","동구 대학로50번길 53","대전시 동구 용운동 703","한화꿈에그린","중개거래",2006,84.4963,1,10,10,"127.456829714237","36.3314207224672",10,49,18,30,4,2,101,1273,"대동역",641,15,1.43,"개별난방","계단식",3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
