"거래금액","건축년도","전용면적","층","학교","학원","병원","술집","공공기관","문화시설","카페","역최단거리","세대수","최고층","세대당주차대수","방개수","욕실개수","시군구대덕구","시군구동구","시군구서구","시군구유성구","시군구중구","거래유형중개거래","거래유형직거래","난방방식개별난방","난방방식중앙난방","난방방식지역난방","현관구조계단식","현관구조복도식","현관구조복합식"
4950,1998,39.93,1,2,11,3,13,2,1,22,9364,150,11,0.71,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0
29000,2011,84.5087,12,2,13,7,20,2,1,33,9809,589,20,1.43,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
29600,2011,84.7051,3,2,13,7,20,2,1,33,9809,589,20,1.43,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
26300,1994,94.77,9,4,29,29,37,1,1,51,11354,308,15,1.48,4,2,1,0,0,0,0,1,0,1,0,0,1,0,0
9000,2004,54.78,6,8,75,42,50,2,2,78,11044,191,15,0.65,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0
45500,2021,84.9842,35,7,54,33,41,2,1,63,11462,1757,43,1.3,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
39500,2021,77.3134,30,7,54,33,41,2,1,63,11462,1757,43,1.3,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
35500,2021,68.0737,17,7,54,33,41,2,1,63,11462,1757,43,1.3,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
29500,1994,126.39,4,4,29,29,37,1,1,51,11354,308,15,1.48,4,2,1,0,0,0,0,0,1,1,0,0,1,0,0
42400,2021,77.0917,29,7,54,33,41,2,1,63,11462,1757,43,1.3,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
4900,2004,26.8,6,8,75,42,50,2,2,78,11044,191,15,0.65,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
40500,2021,77.0917,28,7,54,33,41,2,1,63,11462,1757,43,1.3,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
24700,2007,59.92,5,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,2007,59.44,12,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
25500,2007,59.44,10,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23000,1987,84.94,12,6,66,43,25,5,4,75,1126,728,13,0.96,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
19800,1987,70.96,6,6,66,43,25,5,4,75,1126,728,13,0.96,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
37500,1998,134.25,14,6,53,38,24,6,3,63,1294,1056,25,1.05,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,1998,84.6825,16,6,53,38,24,6,3,63,1294,1056,25,1.05,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
22500,1998,76.08,1,6,53,38,24,6,3,63,1294,1056,25,1.05,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28800,2013,59.99,13,5,45,37,24,8,2,63,1406,960,27,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16000,2000,59.4,8,5,76,45,24,5,2,61,1213,102,15,0.71,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
39000,2013,84.61,2,5,45,37,24,8,2,63,1406,960,27,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
26800,2008,84.87,6,4,57,29,10,6,2,47,866,763,25,1.07,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
13800,2000,59.4,1,5,76,45,24,5,2,61,1213,102,15,0.71,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0
35800,2013,84.9,15,5,45,37,24,8,2,63,1406,960,27,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35800,2006,84.9326,14,4,87,55,15,2,3,61,672,696,20,1.42,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35000,2007,84.8882,12,6,80,36,20,2,3,57,1357,664,31,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34800,2007,84.49,3,6,90,55,17,3,3,65,816,451,18,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
4300,2013,13.4496,7,7,80,36,20,3,3,57,1185,96,10,0.18,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
27000,2007,59.9883,13,6,86,43,17,2,3,55,975,653,23,1.04,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,2006,75.78,11,4,66,21,17,4,2,45,1027,721,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
14000,1992,52.09,7,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
35900,2018,69.1267,2,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34900,2018,69.1267,8,5,34,40,19,4,1,47,505,320,21,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
41000,2018,72.4893,14,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
33500,2018,59.9735,12,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
9500,1992,38.64,7,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0
15600,1992,52.09,5,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
14500,1992,52.09,10,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
33500,2018,76.0858,2,5,34,40,19,4,1,47,505,320,21,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
13700,1992,52.09,10,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
38500,2020,75.3488,29,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
9700,1987,41.3,7,10,64,39,58,5,3,121,1019,840,15,0.95,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
22600,2003,59.75,12,9,74,37,36,4,2,96,1016,1350,17,0.9,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
23500,2020,43.4285,3,5,41,24,23,4,1,64,1417,2267,34,1.16,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
26800,2006,84.9328,2,5,26,3,15,2,1,76,1772,210,15,1.29,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20500,2003,59.75,6,9,74,37,36,4,2,96,1016,1350,17,0.9,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
38500,2020,72.8227,3,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31500,2020,59.8825,25,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
7600,1987,32.39,11,10,64,39,58,5,3,121,1019,840,15,0.95,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
24900,2003,84.97,12,9,74,37,36,4,2,96,1016,1350,17,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
27000,2006,84.4963,2,10,49,18,30,4,2,101,1273,641,15,1.43,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
33500,2020,59.8825,31,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32500,2020,59.8825,15,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39500,2020,75.3488,11,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
48850,2020,84.9964,23,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30500,2006,84.4963,12,10,49,18,30,4,2,101,1273,641,15,1.43,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36500,2020,72.8227,26,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34800,2020,72.8227,10,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
46000,2020,84.9964,17,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
21200,2003,59.88,5,9,74,37,36,4,2,96,1016,1350,17,0.9,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
38500,2020,72.8227,31,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
50000,2018,84.98,12,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30500,2011,59.64,2,10,66,43,41,5,1,104,374,767,27,1.29,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
40000,2018,59.95,10,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
54400,2018,84.98,15,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
49700,2018,84.98,2,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37300,2018,59.95,12,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
33900,2011,59.26,20,10,66,43,41,5,1,104,374,767,27,1.29,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36500,2018,59.95,29,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
53900,2018,84.98,27,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
43000,2010,84.98,19,9,50,61,47,6,3,117,244,897,27,1.28,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23250,1990,84.89,14,7,47,25,47,4,2,109,1576,590,15,1,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30500,1990,134.6,6,7,47,25,47,4,2,109,1576,590,15,1,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32000,1990,134.6,7,7,47,25,47,4,2,109,1576,590,15,1,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
21700,1990,84.89,2,7,47,25,47,4,2,109,1576,590,15,1,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34000,2011,84.76,3,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19800,1994,84.83,4,5,60,32,37,4,3,76,1385,129,15,0.69,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
47000,2011,118.77,2,12,76,53,64,8,3,111,1066,1025,25,1.22,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35000,2011,84.76,8,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35000,2011,84.76,3,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,2006,63.1748,17,10,75,26,43,5,2,104,1306,670,25,1.01,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
8100,2002,37.251,4,1,79,55,95,5,4,175,185,177,12,0.7,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
24800,1990,111.69,14,7,182,55,110,6,4,173,949,914,15,0.59,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17000,1990,67.64,14,7,182,55,110,6,4,173,949,914,15,0.59,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
23500,1990,84.56,10,7,182,55,110,6,4,173,949,914,15,0.59,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39500,2011,84.87,10,7,86,65,48,7,5,116,902,1115,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32000,2003,84.45,20,4,69,68,88,7,3,140,558,818,20,0.91,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34800,2011,84.89,16,7,86,65,48,7,5,116,902,1115,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
18800,2000,49.79,4,12,73,70,47,7,6,103,1036,451,15,0.89,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
19500,2003,75.4326,3,8,69,65,44,6,4,103,994,152,15,0.82,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29500,2000,84.17,13,12,73,70,47,7,6,103,1036,451,15,0.89,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0
32000,2003,84.45,8,4,69,68,88,7,3,140,558,818,20,0.91,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37500,2011,84.98,2,7,86,65,48,7,5,116,902,1115,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
14900,2003,54.4222,3,8,69,65,44,6,4,103,994,152,15,0.82,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19400,2003,75.4326,6,8,69,65,44,6,4,103,994,152,15,0.82,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20000,2016,79.99,2,9,44,22,56,4,6,93,1418,30,6,1,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,2007,84.8391,5,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29000,2023,59.9975,20,10,69,43,69,4,6,111,1107,419,29,1.23,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,2023,59.9975,23,10,69,43,69,4,6,111,1107,419,29,1.23,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
11400,1996,42.015,3,12,67,50,66,4,6,105,1107,571,18,0.45,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
33000,2023,74.8482,11,10,69,43,69,4,6,111,1107,419,29,1.23,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20200,1996,84.735,15,12,67,50,66,4,6,105,1107,571,18,0.45,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0
33000,2023,74.8482,7,10,69,43,69,4,6,111,1107,419,29,1.23,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19800,2000,59.19,14,14,59,25,52,5,4,80,1430,253,20,0.76,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
19700,2000,59.19,16,14,59,25,52,5,4,80,1430,253,20,0.76,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
38000,2006,84.9811,16,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
25000,2000,84.84,7,14,59,25,52,5,4,80,1430,253,20,0.76,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35500,2006,84.9811,3,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37000,2006,84.9811,12,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39500,2006,84.9811,4,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
38000,2006,84.9811,12,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28800,2008,84.9853,9,1,14,11,1,3,0,10,3511,877,32,1.3,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
27300,2011,84.985,1,1,14,11,3,5,0,17,3960,713,24,1.33,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16700,2016,38.62,2,2,50,32,18,0,2,40,2007,408,20,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34500,2016,84.75,5,2,50,32,18,0,2,40,2007,408,20,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39750,2007,102.819,2,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16000,2007,73.837,13,5,121,108,139,6,27,319,529,69,15,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23500,2007,59.44,2,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,2007,59.44,14,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23900,2007,59.44,2,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
19500,1987,70.96,13,6,66,43,25,5,4,75,1126,728,13,0.96,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
19000,1987,63.99,9,6,66,43,25,5,4,75,1126,728,13,0.96,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
28500,2007,75.78,7,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
25000,2007,59.44,10,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17500,2006,82.2828,10,5,79,75,52,8,24,220,961,162,15,1,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,2007,59.44,3,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
33000,2007,84.97,14,5,69,46,23,5,3,69,930,813,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28000,2008,84.63,16,4,57,29,10,6,2,47,866,763,25,1.07,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35500,2013,84.98,7,5,45,37,24,8,2,63,1406,960,27,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35500,2013,84.9,16,5,45,37,24,8,2,63,1406,960,27,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36000,2013,84.99,15,5,45,37,24,8,2,63,1406,960,27,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
11000,2000,59.4,1,5,76,45,24,5,2,61,1213,102,15,0.71,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
26000,2008,75.61,14,4,57,29,10,6,2,47,866,763,25,1.07,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30800,2007,84.9864,29,6,80,36,20,2,3,57,1357,664,31,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34500,2007,84.8882,11,6,80,36,20,2,3,57,1357,664,31,1.16,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
19150,1985,59.3,5,6,85,39,20,4,4,62,1207,460,5,1,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
32500,2007,84.9864,19,6,80,36,20,2,3,57,1357,664,31,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,2007,84.9864,20,6,80,36,20,2,3,57,1357,664,31,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39000,2006,101.8998,1,4,87,55,15,2,3,61,672,696,20,1.42,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36900,2006,84.9326,12,4,87,55,15,2,3,61,672,696,20,1.42,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37400,2006,84.9326,9,4,87,55,15,2,3,61,672,696,20,1.42,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24000,2006,59.44,9,4,66,21,17,4,2,45,1027,721,25,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39000,2018,74.95,7,7,59,62,29,6,10,99,733,636,24,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17300,1999,59.97,5,7,62,36,7,4,3,52,355,276,18,0.96,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
42000,2018,72.4893,20,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
9500,1992,45,1,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
28500,2018,59.8923,4,5,34,40,19,4,1,47,505,320,21,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36500,2018,72.4893,3,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
9000,1992,52.09,1,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0
9500,1992,44.94,1,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
9000,1992,38.64,7,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
34500,2018,69.1267,13,5,34,40,19,4,1,47,505,320,21,1.21,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
23800,1999,84.92,8,7,62,36,7,4,3,52,355,276,18,0.96,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
7500,1992,44.94,6,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
16000,1992,58.46,12,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
37200,2018,72.4893,19,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
16600,1992,58.46,1,6,53,45,23,4,1,62,616,1436,15,0.79,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
38750,2018,72.4893,19,6,37,35,10,3,1,41,255,1245,25,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
26300,2003,84.3,9,9,74,37,36,4,2,96,1016,1350,17,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,2020,59.8825,14,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
25000,2003,84.99,8,9,74,37,36,4,2,96,1016,1350,17,0.9,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
44300,2020,84.9964,8,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,2020,59.8825,2,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
13800,1987,49.94,7,10,64,39,58,5,3,121,1019,840,15,0.95,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
15700,2003,49.98,2,9,74,37,36,4,2,96,1016,1350,17,0.9,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
16500,2003,49.68,15,9,74,37,36,4,2,96,1016,1350,17,0.9,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
29700,2006,84.4963,1,10,49,18,30,4,2,101,1273,641,15,1.43,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
23600,2003,59.75,15,9,74,37,36,4,2,96,1016,1350,17,0.9,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
31000,2020,59.8825,12,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32000,2020,59.8825,6,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
7600,1987,32.39,9,10,64,39,58,5,3,121,1019,840,15,0.95,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
39700,2020,72.8227,8,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39500,2020,75.3488,6,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34300,2020,59.8825,14,5,41,24,23,4,1,64,1417,2267,34,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
55500,2018,84.98,14,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
54000,2018,84.98,21,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
36400,2018,59.95,12,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
58800,2010,118.67,20,9,50,61,47,6,3,117,244,897,27,1.28,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
53300,2018,84.98,26,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
43600,2010,84.98,8,9,50,61,47,6,3,117,244,897,27,1.28,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
40900,2010,84.98,20,9,50,61,47,6,3,117,244,897,27,1.28,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
52000,2018,84.98,24,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
49900,2018,84.98,1,7,65,74,52,6,11,183,486,1345,29,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
40300,2011,84.82,8,10,66,43,41,5,1,104,374,767,27,1.29,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
42000,2010,84.83,3,9,50,61,47,6,3,117,244,897,27,1.28,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35000,2011,84.76,7,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
37500,2011,84.96,5,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
35800,2011,84.76,7,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34500,2011,84.76,4,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29500,2004,84.8698,4,5,77,50,64,6,6,141,943,110,14,1.03,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36000,2011,84.76,15,12,76,53,64,8,3,111,1066,1025,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
31500,2022,46.0884,9,1,82,61,95,5,4,162,133,20,12,0.75,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0
12500,2000,40.5993,14,2,66,70,92,4,4,163,439,298,15,0.68,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
31500,2022,45.2018,12,1,82,61,95,5,4,162,133,20,12,0.75,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0
8500,2002,37.251,7,1,79,55,95,5,4,175,185,177,12,0.7,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0
19000,1990,67.64,14,7,182,55,110,6,4,173,949,914,15,0.59,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
17800,1990,67.64,13,7,182,55,110,6,4,173,949,914,15,0.59,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
5350,1999,27.7631,11,4,64,68,142,4,5,183,631,150,11,0.71,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8200,2002,33.551,10,1,79,55,95,5,4,175,185,177,12,0.7,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
36000,2003,84.99,15,4,69,68,88,7,3,140,558,818,20,0.91,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20400,2003,75.4326,7,8,69,65,44,6,4,103,994,152,15,0.82,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36700,2011,84.89,16,7,86,65,48,7,5,116,902,1115,25,1.22,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
26800,2023,49.7869,22,10,69,43,69,4,6,111,1107,419,29,1.23,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0
