"","complexNo","complexName","realEstateTypeName","roadAddress","지번주소","totalHouseholdCount","highFloor","parkingPossibleCount","parkingCountByHousehold","heatMethodTypeCode","exclusiveArea","entranceType","roomCnt","bathroomCnt"
"1","133566","YH드림타운","아파트","대덕구 대화1길 21","대전시 대덕구 대화동 35-356",25,5,15,0.6,"개별난방",51,"계단식","2","1"
"2","133566","YH드림타운","아파트","대덕구 대화1길 21","대전시 대덕구 대화동 35-356",25,5,15,0.6,"개별난방",54,"계단식","2","1"
"3","133566","YH드림타운","아파트","대덕구 대화1길 21","대전시 대덕구 대화동 35-356",25,5,15,0.6,"개별난방",59,"계단식","3","1"
"4","133566","YH드림타운","아파트","대덕구 대화1길 21","대전시 대덕구 대화동 35-356",25,5,15,0.6,"개별난방",58,"계단식","3","1"
"5","133566","YH드림타운","아파트","대덕구 대화1길 21","대전시 대덕구 대화동 35-356",25,5,15,0.6,"개별난방",72,"계단식","3","1"
"6","101060","금강","재건축","대덕구 대전로 1247","대전시 대덕구 대화동 27-7",90,5,0,0,"개별난방",56,"계단식","2","1"
"7","101060","금강","재건축","대덕구 대전로 1247","대전시 대덕구 대화동 27-7",90,5,0,0,"개별난방",73,"계단식","3","1"
"8","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",47,"복도식","2","1"
"9","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",48,"계단식","2","1"
"10","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",62,"계단식","3","1"
"11","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",63,"복도식","3","1"
"12","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",70,"복도식","3","1"
"13","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",71,"계단식","3","1"
"14","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",71,"계단식","3","1"
"15","5580","금성백조","아파트","대덕구 대화로 19","대전시 대덕구 대화동 16-2",160,5,160,1,"개별난방",72,"복도식","3","1"
"16","100954","대화","아파트","대덕구 대화로 53","대전시 대덕구 대화동 40-67",50,5,0,0,"개별난방",49,"계단식","2","1"
"17","105830","두레","아파트","대덕구 대화1길 77","대전시 대덕구 대화동 31-36",423,14,316,0.74,"개별난방",32,"복도식","2","1"
"18","105830","두레","아파트","대덕구 대화1길 77","대전시 대덕구 대화동 31-36",423,14,316,0.74,"개별난방",35,"복도식","2","1"
"19","105830","두레","아파트","대덕구 대화1길 77","대전시 대덕구 대화동 31-36",423,14,316,0.74,"개별난방",46,"복도식","2","1"
"20","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",46,"계단식","2","1"
"21","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",53,"계단식","2","1"
"22","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",54,"계단식","2","1"
"23","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",54,"계단식","2","1"
"24","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",49,"계단식","2","1"
"25","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",62,"계단식","3","1"
"26","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",68,"계단식","3","1"
"27","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",64,"계단식","3","1"
"28","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",71,"계단식","3","1"
"29","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",71,"계단식","3","1"
"30","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",73,"계단식","3","1"
"31","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",73,"계단식","3","1"
"32","5583","세원풍남","아파트","대덕구 대화11길 11","대전시 대덕구 대화동 16-5",270,5,192,0.71,"개별난방",73,"계단식","3","1"
"33","5587","소라","아파트","대덕구 동심1길 103","대전시 대덕구 대화동 30-1",270,5,270,1,"개별난방",60,"계단식","3","1"
"34","101059","신대화","아파트","대덕구 대전로 1255","대전시 대덕구 대화동 16-163",55,5,0,0,"개별난방",55,"계단식","3","1"
"35","101059","신대화","아파트","대덕구 대전로 1255","대전시 대덕구 대화동 16-163",55,5,0,0,"개별난방",56,"계단식","3","1"
"36","14557","오광","아파트","대덕구 생산5길 22","대전시 대덕구 대화동 253",105,5,0,0,"개별난방",54,"계단식","3","1"
"37","14557","오광","아파트","대덕구 생산5길 22","대전시 대덕구 대화동 253",105,5,0,0,"개별난방",63,"계단식","3","1"
"38","5588","장미","아파트","대덕구 동심5길 16","대전시 대덕구 대화동 229-12",159,5,0,0,"개별난방",60,"계단식","3","1"
"39","5588","장미","아파트","대덕구 동심5길 16","대전시 대덕구 대화동 229-12",159,5,0,0,"개별난방",62,"계단식","3","1"
"40","5588","장미","아파트","대덕구 동심5길 16","대전시 대덕구 대화동 229-12",159,5,0,0,"개별난방",63,"계단식","3","1"
"41","112322","금성백조","아파트","대덕구 덕암로173번길 8","대전시 대덕구 덕암동 62-18",80,5,0,0,"개별난방",31,"계단식","2","1"
"42","112322","금성백조","아파트","대덕구 덕암로173번길 8","대전시 대덕구 덕암동 62-18",80,5,0,0,"개별난방",41,"계단식","2","1"
"43","112322","금성백조","아파트","대덕구 덕암로173번길 8","대전시 대덕구 덕암동 62-18",80,5,0,0,"개별난방",44,"계단식","2","1"
"44","112322","금성백조","아파트","대덕구 덕암로173번길 8","대전시 대덕구 덕암동 62-18",80,5,0,0,"개별난방",55,"계단식","3","1"
"45","117872","금호","아파트","대덕구 덕암북로 86","대전시 대덕구 덕암동 13-5",20,5,0,0,"개별난방",54,"계단식","2","1"
"46","17032","덕암(옥그린)","아파트","대덕구 덕암로265번길 81","대전시 대덕구 덕암동 3-7",250,15,175,0.7,"개별난방",34,"계단식","2","1"
"47","17032","덕암(옥그린)","아파트","대덕구 덕암로265번길 81","대전시 대덕구 덕암동 3-7",250,15,175,0.7,"개별난방",41,"계단식","2","1"
"48","9373","덕암삼부","아파트","대덕구 덕암로234번길 15","대전시 대덕구 덕암동 45-2",292,25,301,1.03,"개별난방",60,"계단식","3","1"
"49","9373","덕암삼부","아파트","대덕구 덕암로234번길 15","대전시 대덕구 덕암동 45-2",292,25,301,1.03,"개별난방",84,"계단식","3","2"
"50","9373","덕암삼부","아파트","대덕구 덕암로234번길 15","대전시 대덕구 덕암동 45-2",292,25,301,1.03,"개별난방",85,"계단식","3","2"
"51","9373","덕암삼부","아파트","대덕구 덕암로234번길 15","대전시 대덕구 덕암동 45-2",292,25,301,1.03,"개별난방",105,"계단식","4","2"
"52","105049","리치빌","아파트","대덕구 덕암로234번길 23","대전시 대덕구 덕암동 46-2",118,14,119,1,"개별난방",54,"계단식","3","2"
"53","104413","미성하이빌","아파트","대덕구 덕암북로58번길 27","대전시 대덕구 덕암동 9-2",16,9,16,1,"개별난방",54,"계단식","2","1"
"54","104413","미성하이빌","아파트","대덕구 덕암북로58번길 27","대전시 대덕구 덕암동 9-2",16,9,16,1,"개별난방",59,"계단식","3","2"
"55","9268","삼호(38-5)","아파트","대덕구 덕암북로10번길 130","대전시 대덕구 덕암동 38-5",36,6,0,0,"개별난방",54,"계단식","3","1"
"56","9268","삼호(38-5)","아파트","대덕구 덕암북로10번길 130","대전시 대덕구 덕암동 38-5",36,6,0,0,"개별난방",59,"계단식","3","1"
"57","142980","삼호(9-3)","아파트","대덕구 덕암북로58번길 23","대전시 대덕구 덕암동 9-3",19,5,0,0,"개별난방",52,"계단식","2","1"
"58","142980","삼호(9-3)","아파트","대덕구 덕암북로58번길 23","대전시 대덕구 덕암동 9-3",19,5,0,0,"개별난방",55,"계단식","3","1"
"59","142980","삼호(9-3)","아파트","대덕구 덕암북로58번길 23","대전시 대덕구 덕암동 9-3",19,5,0,0,"개별난방",56,"계단식","3","1"
"60","107176","신원베스트빌","아파트","대덕구 덕암로167번길 26","대전시 대덕구 덕암동 64-7",19,9,22,1.15,"개별난방",76,"계단식","3","2"
"61","107176","신원베스트빌","아파트","대덕구 덕암로167번길 26","대전시 대덕구 덕암동 64-7",19,9,22,1.15,"개별난방",84,"계단식","3","2"
"62","107176","신원베스트빌","아파트","대덕구 덕암로167번길 26","대전시 대덕구 덕암동 64-7",19,9,22,1.15,"개별난방",84,"계단식","3","2"
"63","108172","아트빌","아파트","대덕구 덕암북로22번길 51","대전시 대덕구 덕암동 8-1",19,7,20,1.05,"개별난방",80,"계단식","3","1"
"64","108172","아트빌","아파트","대덕구 덕암북로22번길 51","대전시 대덕구 덕암동 8-1",19,7,20,1.05,"개별난방",84,"계단식","3","2"
"65","108172","아트빌","아파트","대덕구 덕암북로22번길 51","대전시 대덕구 덕암동 8-1",19,7,20,1.05,"개별난방",84,"계단식","3","2"
"66","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",41,"복도식","2","1"
"67","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",41,"복도식","2","1"
"68","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",43,"복도식","2","1"
"69","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",44,"복도식","2","1"
"70","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",44,"복도식","2","1"
"71","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",46,"복도식","2","1"
"72","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",48,"복도식","2","1"
"73","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",48,"복도식","2","1"
"74","125211","에코빌리지(도시형)","아파트","대덕구 덕암로221번길 24","대전시 대덕구 덕암동 42-7",29,7,21,0.72,"개별난방",49,"복도식","2","1"
"75","11879","원창(2-4)","아파트","대덕구 덕암북로10번길 23","대전시 대덕구 덕암동 2-4",40,5,0,0,"개별난방",50,"계단식","2","1"
"76","11879","원창(2-4)","아파트","대덕구 덕암북로10번길 23","대전시 대덕구 덕암동 2-4",40,5,0,0,"개별난방",57,"계단식","2","1"
"77","103715","원창(4-1)","아파트","대덕구 덕암북로10번길 31","대전시 대덕구 덕암동 4-1",60,6,0,0,"개별난방",59,"복도식","3","2"
"78","103715","원창(4-1)","아파트","대덕구 덕암북로10번길 31","대전시 대덕구 덕암동 4-1",60,6,0,0,"개별난방",59,"복도식","3","2"
"79","103715","원창(4-1)","아파트","대덕구 덕암북로10번길 31","대전시 대덕구 덕암동 4-1",60,6,0,0,"개별난방",59,"복도식","3","2"
"80","103715","원창(4-1)","아파트","대덕구 덕암북로10번길 31","대전시 대덕구 덕암동 4-1",60,6,0,0,"개별난방",59,"복도식","3","2"
"81","139390","진베스트빌","아파트","대덕구 덕암로159번길 31","대전시 대덕구 덕암동 72-3",8,5,8,1,"개별난방",72,"계단식","3","1"
"82","5627","다사랑","아파트","대덕구 대덕대로1470번길 55","대전시 대덕구 목상동 185-2",900,15,399,0.44,"지역난방",49,"복도식","3","1"
"83","110254","두레마을","아파트","대덕구 대덕대로1520번길 55","대전시 대덕구 목상동 207-45",98,9,99,1.01,"개별난방",53,"계단식","2","1"
"84","110254","두레마을","아파트","대덕구 대덕대로1520번길 55","대전시 대덕구 목상동 207-45",98,9,99,1.01,"개별난방",55,"계단식","3","1"
"85","110254","두레마을","아파트","대덕구 대덕대로1520번길 55","대전시 대덕구 목상동 207-45",98,9,99,1.01,"개별난방",59,"계단식","3","2"
"86","110254","두레마을","아파트","대덕구 대덕대로1520번길 55","대전시 대덕구 목상동 207-45",98,9,99,1.01,"개별난방",59,"계단식","3","2"
"87","11252","삼창","아파트","대덕구 대덕대로1524번길 37","대전시 대덕구 목상동 23-3",40,5,0,0,"개별난방",52,"계단식","2","1"
"88","11252","삼창","아파트","대덕구 대덕대로1524번길 37","대전시 대덕구 목상동 23-3",40,5,0,0,"개별난방",64,"계단식","3","1"
"89","10326","상록수","아파트","대덕구 대덕대로1470번길 27","대전시 대덕구 목상동 185-1",456,15,486,1.06,"지역난방",59,"계단식","3","1"
"90","10326","상록수","아파트","대덕구 대덕대로1470번길 27","대전시 대덕구 목상동 185-1",456,15,486,1.06,"지역난방",59,"계단식","3","1"
"91","103926","평화로운","아파트","대덕구 대덕대로1520번길 77","대전시 대덕구 목상동 207-25",199,15,200,1,"지역난방",59,"계단식","3","2"
"92","103926","평화로운","아파트","대덕구 대덕대로1520번길 77","대전시 대덕구 목상동 207-25",199,15,200,1,"지역난방",79,"계단식","3","2"
"93","103926","평화로운","아파트","대덕구 대덕대로1520번길 77","대전시 대덕구 목상동 207-25",199,15,200,1,"지역난방",81,"계단식","3","2"
"94","11332","현대","아파트","대덕구 대덕대로1524번길 27","대전시 대덕구 목상동 215",90,5,0,0,"개별난방",63,"계단식","2","1"
"95","11332","현대","아파트","대덕구 대덕대로1524번길 27","대전시 대덕구 목상동 215",90,5,0,0,"개별난방",63,"계단식","2","1"
"96","11332","현대","아파트","대덕구 대덕대로1524번길 27","대전시 대덕구 목상동 215",90,5,0,0,"개별난방",63,"계단식","3","1"
"97","11332","현대","아파트","대덕구 대덕대로1524번길 27","대전시 대덕구 목상동 215",90,5,0,0,"개별난방",73,"계단식","3","1"
"98","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",59,"계단식","3","2"
"99","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",59,"계단식","3","2"
"100","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",74,"계단식","3","2"
"101","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",74,"계단식","3","2"
"102","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",84,"계단식","3","2"
"103","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",84,"계단식","3","2"
"104","120965","e편한세상대전법동","아파트","대덕구 중리북로 46","대전시 대덕구 법동 448",1503,29,1853,1.23,"개별난방",84,"계단식","3","2"
"105","5589","그린타운","아파트","대덕구 동춘당로 151","대전시 대덕구 법동 195-1",1050,15,862,0.82,"개별난방",59,"복도식","2","1"
"106","5589","그린타운","아파트","대덕구 동춘당로 151","대전시 대덕구 법동 195-1",1050,15,862,0.82,"개별난방",84,"계단식","3","2"
"107","5589","그린타운","아파트","대덕구 동춘당로 151","대전시 대덕구 법동 195-1",1050,15,862,0.82,"개별난방",84,"계단식","3","2"
"108","5602","법동영진로얄맨션","아파트","대덕구 아리랑로 211","대전시 대덕구 법동 389",600,15,420,0.7,"개별난방",74,"계단식","3","2"
"109","5602","법동영진로얄맨션","아파트","대덕구 아리랑로 211","대전시 대덕구 법동 389",600,15,420,0.7,"개별난방",84,"계단식","3","2"
"110","5602","법동영진로얄맨션","아파트","대덕구 아리랑로 211","대전시 대덕구 법동 389",600,15,420,0.7,"개별난방",125,"계단식","4","2"
"111","5590","보람","아파트","대덕구 동춘당로 178","대전시 대덕구 법동 191-1",1735,15,1720,0.99,"개별난방",59,"복도식","3","1"
"112","5590","보람","아파트","대덕구 동춘당로 178","대전시 대덕구 법동 191-1",1735,15,1720,0.99,"개별난방",83,"계단식","3","2"
"113","5590","보람","아파트","대덕구 동춘당로 178","대전시 대덕구 법동 191-1",1735,15,1720,0.99,"개별난방",98,"계단식","4","2"
"114","5590","보람","아파트","대덕구 동춘당로 178","대전시 대덕구 법동 191-1",1735,15,1720,0.99,"개별난방",99,"계단식","3","2"
"115","5590","보람","아파트","대덕구 동춘당로 178","대전시 대덕구 법동 191-1",1735,15,1720,0.99,"개별난방",124,"계단식","4","2"
"116","5591","삼익소월","아파트","대덕구 동춘당로 160","대전시 대덕구 법동 190",810,15,512,0.63,"개별난방",59,"복도식","2","1"
"117","5591","삼익소월","아파트","대덕구 동춘당로 160","대전시 대덕구 법동 190",810,15,512,0.63,"개별난방",84,"계단식","3","2"
"118","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",30,"계단식","1","1"
"119","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",32,"계단식","1","1"
"120","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",46,"계단식","2","1"
"121","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",55,"계단식","2","1"
"122","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",49,"계단식","2","1"
"123","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",59,"계단식","3","1"
"124","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",66,"계단식","3","1"
"125","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",72,"계단식","3","1"
"126","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",77,"계단식","3","1"
"127","8088","삼정하이츠타운","아파트","대덕구 계족로663번길 30","대전시 대덕구 법동 281",468,5,0,0,"개별난방",84,"복합식","3","1"
"128","5596","삼호","아파트","대덕구 계족로663번길 32","대전시 대덕구 법동 280-2",480,15,240,0.5,"개별난방",77,"계단식","3","1"
"129","5596","삼호","아파트","대덕구 계족로663번길 32","대전시 대덕구 법동 280-2",480,15,240,0.5,"개별난방",84,"계단식","4","2"
"130","5596","삼호","아파트","대덕구 계족로663번길 32","대전시 대덕구 법동 280-2",480,15,240,0.5,"개별난방",84,"계단식","4","2"
"131","8543","선비마을1단지","아파트","대덕구 계족로690번길 21","대전시 대덕구 법동 440-4",1140,20,1206,1.05,"개별난방",51,"계단식","2","1"
"132","8543","선비마을1단지","아파트","대덕구 계족로690번길 21","대전시 대덕구 법동 440-4",1140,20,1206,1.05,"개별난방",51,"계단식","2","1"
"133","8543","선비마을1단지","아파트","대덕구 계족로690번길 21","대전시 대덕구 법동 440-4",1140,20,1206,1.05,"개별난방",59,"계단식","3","1"
"134","8543","선비마을1단지","아파트","대덕구 계족로690번길 21","대전시 대덕구 법동 440-4",1140,20,1206,1.05,"개별난방",84,"계단식","3","2"
"135","5603","유원","아파트","대덕구 계족로663번길 23","대전시 대덕구 법동 285-1",400,15,220,0.55,"개별난방",59,"복도식","2","1"
"136","5603","유원","아파트","대덕구 계족로663번길 23","대전시 대덕구 법동 285-1",400,15,220,0.55,"개별난방",71,"복도식","3","1"
"137","5603","유원","아파트","대덕구 계족로663번길 23","대전시 대덕구 법동 285-1",400,15,220,0.55,"개별난방",84,"계단식","3","2"
"138","5603","유원","아파트","대덕구 계족로663번길 23","대전시 대덕구 법동 285-1",400,15,220,0.55,"개별난방",108,"계단식","4","2"
"139","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",29,"계단식","1","1"
"140","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",39,"계단식","1","1"
"141","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",32,"계단식","1","1"
"142","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",41,"복합식","2","1"
"143","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",49,"복도식","2","1"
"144","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",61,"복도식","2","1"
"145","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",66,"복도식","3","1"
"146","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",66,"계단식","1","1"
"147","101202","주공2단지","아파트","대덕구 계족로663번길 29","대전시 대덕구 법동 284-1",1220,15,0,0,"중앙난방",67,"계단식","3","1"
"148","5628","금성백조1차","아파트","대덕구 우암로412번길 45","대전시 대덕구 비래동 149-1",100,10,80,0.8,"개별난방",66,"계단식","3","1"
"149","5628","금성백조1차","아파트","대덕구 우암로412번길 45","대전시 대덕구 비래동 149-1",100,10,80,0.8,"개별난방",73,"계단식","3","1"
"150","5628","금성백조1차","아파트","대덕구 우암로412번길 45","대전시 대덕구 비래동 149-1",100,10,80,0.8,"개별난방",76,"계단식","3","1"
"151","5630","금성백조2차","아파트","대덕구 우암동로 2","대전시 대덕구 비래동 133-5",324,14,259,0.79,"개별난방",78,"계단식","3","2"
"152","5630","금성백조2차","아파트","대덕구 우암동로 2","대전시 대덕구 비래동 133-5",324,14,259,0.79,"개별난방",80,"계단식","3","2"
"153","5630","금성백조2차","아파트","대덕구 우암동로 2","대전시 대덕구 비래동 133-5",324,14,259,0.79,"개별난방",84,"계단식","3","2"
"154","5631","금성백조3차","아파트","대덕구 비래동로31번길 50","대전시 대덕구 비래동 119-9",88,11,0,0,"개별난방",70,"계단식","3","1"
"155","5631","금성백조3차","아파트","대덕구 비래동로31번길 50","대전시 대덕구 비래동 119-9",88,11,0,0,"개별난방",78,"계단식","3","2"
"156","112198","다산청정","아파트","대덕구 우암로412번길 91","대전시 대덕구 비래동 134-7",19,8,17,0.89,"개별난방",63,"계단식","3","1"
"157","112198","다산청정","아파트","대덕구 우암로412번길 91","대전시 대덕구 비래동 134-7",19,8,17,0.89,"개별난방",73,"계단식","3","2"
"158","110668","동부맨션","아파트","대덕구 동서대로1748번길 45","대전시 대덕구 비래동 560-9",63,10,0,0,"개별난방",60,"계단식","3","2"
"159","110668","동부맨션","아파트","대덕구 동서대로1748번길 45","대전시 대덕구 비래동 560-9",63,10,0,0,"개별난방",71,"계단식","3","2"
"160","5633","둥지","아파트","대덕구 신상로 21","대전시 대덕구 비래동 18-21",425,17,290,0.68,"개별난방",59,"계단식","3","1"
"161","5633","둥지","아파트","대덕구 신상로 21","대전시 대덕구 비래동 18-21",425,17,290,0.68,"개별난방",84,"계단식","3","2"
"162","116295","드림팰리스","아파트","대덕구 비래서로10번길 86","대전시 대덕구 비래동 561-3",28,8,31,1.1,"개별난방",64,"계단식","3","1"
"163","116295","드림팰리스","아파트","대덕구 비래서로10번길 86","대전시 대덕구 비래동 561-3",28,8,31,1.1,"개별난방",67,"계단식","3","2"
"164","116295","드림팰리스","아파트","대덕구 비래서로10번길 86","대전시 대덕구 비래동 561-3",28,8,31,1.1,"개별난방",72,"계단식","3","2"
"165","107951","리치빌","아파트","대덕구 비래동로32번길 45","대전시 대덕구 비래동 145-11",53,9,56,1.05,"개별난방",81,"계단식","3","2"
"166","113664","마이홈","아파트","대덕구 비래동로16번길 18-10","대전시 대덕구 비래동 140-4",19,8,20,1.05,"개별난방",74,"계단식","3","2"
"167","113664","마이홈","아파트","대덕구 비래동로16번길 18-10","대전시 대덕구 비래동 140-4",19,8,20,1.05,"개별난방",76,"계단식","3","2"
"168","113664","마이홈","아파트","대덕구 비래동로16번길 18-10","대전시 대덕구 비래동 140-4",19,8,20,1.05,"개별난방",81,"계단식","3","2"
"169","113664","마이홈","아파트","대덕구 비래동로16번길 18-10","대전시 대덕구 비래동 140-4",19,8,20,1.05,"개별난방",83,"계단식","3","2"
"170","105205","미래","아파트","대덕구 우암동로18번길 30","대전시 대덕구 비래동 135-5",172,15,122,0.7,"개별난방",35,"계단식","2","1"
"171","105205","미래","아파트","대덕구 우암동로18번길 30","대전시 대덕구 비래동 135-5",172,15,122,0.7,"개별난방",40,"계단식","2","1"
"172","17507","비래휴플러스","아파트","대덕구 비래서로10번길 21","대전시 대덕구 비래동 509-1",646,25,707,1.09,"개별난방",59,"계단식","3","2"
"173","17507","비래휴플러스","아파트","대덕구 비래서로10번길 21","대전시 대덕구 비래동 509-1",646,25,707,1.09,"개별난방",71,"계단식","2","2"
"174","17507","비래휴플러스","아파트","대덕구 비래서로10번길 21","대전시 대덕구 비래동 509-1",646,25,707,1.09,"개별난방",84,"계단식","3","2"
"175","17507","비래휴플러스","아파트","대덕구 비래서로10번길 21","대전시 대덕구 비래동 509-1",646,25,707,1.09,"개별난방",84,"계단식","3","2"
"176","17507","비래휴플러스","아파트","대덕구 비래서로10번길 21","대전시 대덕구 비래동 509-1",646,25,707,1.09,"개별난방",84,"계단식","3","2"
"177","17507","비래휴플러스","아파트","대덕구 비래서로10번길 21","대전시 대덕구 비래동 509-1",646,25,707,1.09,"개별난방",124,"계단식","4","2"
"178","5634","삼호맨션","아파트","대덕구 비래서로 42","대전시 대덕구 비래동 124-1",220,10,0,0,"개별난방",76,"계단식","3","1"
"179","5634","삼호맨션","아파트","대덕구 비래서로 42","대전시 대덕구 비래동 124-1",220,10,0,0,"개별난방",77,"계단식","3","1"
"180","108743","성은맨션","아파트","대덕구 비래동로16번길 17","대전시 대덕구 비래동 139-9",50,10,0,0,"개별난방",65,"계단식","3","2"
"181","102280","아이조움","아파트","대덕구 비래서로61번길 71","대전시 대덕구 비래동 136-3",82,11,105,1.28,"개별난방",81,"계단식","3","2"
"182","102280","아이조움","아파트","대덕구 비래서로61번길 71","대전시 대덕구 비래동 136-3",82,11,105,1.28,"개별난방",81,"계단식","3","2"
"183","102280","아이조움","아파트","대덕구 비래서로61번길 71","대전시 대덕구 비래동 136-3",82,11,105,1.28,"개별난방",80,"계단식","3","2"
"184","124005","에코빌","아파트","대덕구 비래동로23번길 14","대전시 대덕구 비래동 128-8",16,5,20,1.25,"개별난방",38,"계단식","2","1"
"185","124005","에코빌","아파트","대덕구 비래동로23번길 14","대전시 대덕구 비래동 128-8",16,5,20,1.25,"개별난방",43,"계단식","2","1"
"186","124005","에코빌","아파트","대덕구 비래동로23번길 14","대전시 대덕구 비래동 128-8",16,5,20,1.25,"개별난방",45,"계단식","2","1"
